Commodity Year,Commodity Name,Insurance Plan,State Abbrv,County Code,County Name,Cov. Level Percent,Policies Sold,Policies Earning Prem,Policies Indemnified,Units Earning Prem,Units Indemnified,Quantity,Quantity Type,Companion/Endorsed Acres,Liabilities ($),Total Prem ($),Subsidy ($),Indemnity ($),EFA Prem Discount ($),Addnl Subsidy ($),State Subsidy ($),Earn Prem Rate,Loss Ratio
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,063,Harding,0.7000,1,1,1,6,2,371,Acres,0,35716,2383,1406,148,0,0,0,0.06672,0.062106
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,063,Harding,0.8000,1,1,1,3,1,28000,Acres,0,147840,18014,9908,5611,0,0,0,0.121847,0.311479
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,063,Harding,0.9000,8,8,5,38,8,78493,Acres,0,1305352,272419,138934,42055,0,0,0,0.208693,0.154376
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,065,Hughes,0.8000,2,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,065,Hughes,0.8500,4,3,0,5,0,3619,Acres,0,97844,14131,7772,0,0,0,0,0.144423,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,065,Hughes,0.9000,2,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,067,Hutchinson,0.7000,1,1,1,2,1,78,Acres,0,12452,878,518,1886,0,0,0,0.07051,2.148063
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,067,Hutchinson,0.7500,2,1,1,5,3,187,Acres,0,25734,2755,1625,4916,0,0,0,0.107056,1.784392
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,067,Hutchinson,0.8500,1,1,1,5,2,839,Acres,0,39472,6549,3601,6201,0,0,0,0.165915,0.946862
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,067,Hutchinson,0.9000,21,6,2,20,6,1048,Acres,0,84793,9829,5257,8913,0,0,0,0.115917,0.906806
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,069,Hyde,0.7000,1,1,1,6,1,153,Acres,0,24970,3351,1976,1121,0,0,0,0.134201,0.334527
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,069,Hyde,0.8000,1,1,0,1,0,1089,Acres,0,27689,2932,1613,0,0,0,0,0.10589,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,069,Hyde,0.8500,7,6,1,7,1,6174,Acres,0,166887,23633,12998,52,0,0,0,0.14161,0.0022
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,069,Hyde,0.9000,3,2,2,12,6,754,Acres,0,21670,4530,2311,1183,0,0,0,0.209044,0.261147
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,071,Jackson,0.7500,1,1,1,6,4,227,Acres,0,29390,3511,2072,2722,0,0,0,0.119462,0.775277
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,071,Jackson,0.8000,5,5,4,17,5,15227,Acres,0,219966,25947,14274,24459,0,0,0,0.117959,0.942652
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,071,Jackson,0.8500,7,7,7,35,13,15106,Acres,0,310084,42201,23212,31641,0,0,0,0.136095,0.749768
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,071,Jackson,0.9000,20,18,15,77,32,48668,Acres,0,494140,80000,41363,68817,0,0,0,0.161897,0.860212
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,073,Jerauld,0.8500,1,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,073,Jerauld,0.9000,6,3,2,14,8,1443,Acres,0,31857,5445,2777,2897,0,0,0,0.17092,0.532047
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,075,Jones,0.7500,1,1,1,6,3,2064,Acres,0,21166,2587,1526,296,0,0,0,0.122224,0.114418
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,075,Jones,0.8000,2,2,1,6,2,7562,Acres,0,114200,14853,8169,1632,0,0,0,0.130061,0.109876
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,075,Jones,0.8500,3,1,1,2,1,460,Acres,0,7162,1050,578,165,0,0,0,0.146607,0.157142
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,075,Jones,0.9000,10,9,8,55,27,22762,Acres,0,347485,63289,32277,45777,0,0,0,0.182134,0.723301
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,077,Kingsbury,0.8500,1,1,0,2,0,177,Acres,0,11943,1313,723,0,0,0,0,0.109938,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,077,Kingsbury,0.9000,5,5,4,18,8,2078,Acres,0,119960,17403,8876,12299,0,0,0,0.145073,0.706717
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,079,Lake,0.7000,11,11,7,38,14,3359,Acres,0,129846,10331,6094,4206,0,0,0,0.079563,0.407124
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,079,Lake,0.9000,11,9,9,66,46,2319,Acres,0,202043,35240,17975,33634,0,0,0,0.174418,0.954426
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,081,Lawrence,0.7000,3,3,0,4,0,857,Acres,0,46951,3830,2260,0,0,0,0,0.081574,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,081,Lawrence,0.7500,1,1,1,9,1,1392,Acres,0,14494,1885,1112,393,0,0,0,0.130053,0.208488
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,083,Lincoln,0.7000,1,1,1,2,1,33,Acres,0,3727,251,148,94,0,0,0,0.067346,0.374501
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,083,Lincoln,0.7500,2,2,1,4,1,157,Acres,0,40413,3152,1860,5356,0,0,0,0.077994,1.699238
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,083,Lincoln,0.9000,5,5,3,16,5,718,Acres,0,151885,20882,10856,19810,0,0,0,0.137485,0.948663
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,085,Lyman,0.7000,2,2,0,4,0,948,Acres,0,56444,4711,2779,0,0,0,0,0.083463,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,085,Lyman,0.7500,1,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,085,Lyman,0.8500,2,2,1,6,2,1358,Acres,0,48118,7476,4112,3415,0,0,0,0.155368,0.456795
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,085,Lyman,0.9000,35,25,24,114,72,66384,Acres,0,1188335,208102,106300,299459,0,0,0,0.17512,1.439001
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,091,Marshall,0.7000,1,1,0,2,0,173,Acres,0,16738,943,556,0,0,0,0,0.056338,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,091,Marshall,0.8000,2,2,2,14,5,682,Acres,0,51572,8695,4783,7815,0,0,0,0.168599,0.898792
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,091,Marshall,0.9000,11,11,10,48,24,9710,Acres,0,396384,62186,31715,37267,0,0,0,0.156883,0.599282
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,087,McCook,0.7000,3,3,3,16,6,1002,Acres,0,47415,4970,2932,818,0,0,0,0.104819,0.164587
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,087,McCook,0.8000,1,1,0,4,0,114,Acres,0,6218,895,493,0,0,0,0,0.143936,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,087,McCook,0.9000,74,73,71,433,281,22017,Acres,0,1932402,336405,171613,292218,0,0,0,0.174086,0.868649
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,089,McPherson,0.7000,1,1,1,4,1,495,Acres,0,119646,10421,6148,11941,0,0,0,0.087098,1.145859
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,089,McPherson,0.8000,1,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,089,McPherson,0.8500,2,2,2,12,8,1359,Acres,0,56189,12175,6697,14047,0,0,0,0.216679,1.153757
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,089,McPherson,0.9000,20,20,10,90,33,15234,Acres,0,701504,113617,57945,53604,0,0,0,0.161962,0.471795
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,093,Meade,0.7000,2,1,1,2,1,1340,Acres,0,215580,23456,13839,12406,0,0,0,0.108804,0.528905
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,093,Meade,0.7500,2,2,2,6,3,8121,Acres,0,68762,10582,6244,11238,0,0,0,0.153893,1.061992
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,093,Meade,0.8000,3,1,1,3,1,1370,Acres,0,7603,1010,555,452,0,0,0,0.132842,0.447524
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,093,Meade,0.8500,2,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,093,Meade,0.9000,9,8,8,31,12,42471,Acres,0,363781,70685,36048,34671,0,0,0,0.194306,0.4905
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,095,Mellette,0.7000,2,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,095,Mellette,0.7500,1,1,1,3,2,67,Acres,0,8572,1024,605,794,0,0,0,0.119458,0.77539
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,095,Mellette,0.8500,7,5,5,44,22,14851,Acres,0,154178,23854,13120,27891,0,0,0,0.154717,1.169237
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,095,Mellette,0.9000,47,31,29,177,101,69537,Acres,0,908109,161203,82223,199739,0,0,0,0.177515,1.239052
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,097,Miner,0.7000,1,1,0,6,0,645,Acres,0,29668,1524,899,0,0,0,0,0.051368,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,097,Miner,0.9000,20,18,17,96,63,4762,Acres,0,372465,63993,32636,56666,0,0,0,0.171809,0.885503
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,099,Minnehaha,0.7000,7,7,4,15,5,930,Acres,0,56377,4097,2418,1411,0,0,0,0.072671,0.344398
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,099,Minnehaha,0.8000,1,1,1,6,2,115,Acres,0,5209,531,291,754,0,0,0,0.101938,1.419962
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,099,Minnehaha,0.8500,1,1,1,4,3,140,Acres,0,35555,4490,2470,6863,0,0,0,0.126283,1.528507
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,099,Minnehaha,0.9000,32,31,29,198,142,6397,Acres,0,721569,127312,64931,154734,0,0,0,0.176437,1.215392
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,101,Moody,0.7000,2,2,2,12,8,12,Acres,0,3524,394,231,389,0,0,0,0.111804,0.987309
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,101,Moody,0.9000,4,4,3,18,9,857,Acres,0,52141,7187,3666,5330,0,0,0,0.137837,0.741616
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,103,Pennington,0.7000,2,2,0,2,0,872,Acres,0,3389,177,105,0,0,0,0,0.052227,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,103,Pennington,0.8000,1,1,0,3,0,160,Acres,0,17607,2327,1280,0,0,0,0,0.132163,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,103,Pennington,0.8500,3,3,3,12,6,11055,Acres,0,140651,20020,11011,13178,0,0,0,0.142338,0.658241
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,103,Pennington,0.9000,24,23,23,167,86,76209,Acres,0,1287410,232903,120861,232383,0,0,0,0.180908,0.997767
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,105,Perkins,0.7000,1,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,105,Perkins,0.8000,1,1,0,3,0,627,Acres,0,34670,4047,2226,0,0,0,0,0.116729,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,105,Perkins,0.9000,11,11,6,60,11,14585,Acres,0,221928,36260,18498,4729,0,0,0,0.163386,0.130419
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,107,Potter,0.7500,1,1,0,2,0,618,Acres,0,12162,1230,726,0,0,0,0,0.101134,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,107,Potter,0.8000,1,1,0,2,0,320,Acres,0,6717,968,532,0,0,0,0,0.144111,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,107,Potter,0.9000,10,10,5,37,8,11840,Acres,0,315116,56368,28790,19452,0,0,0,0.17888,0.345089
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,109,Roberts,0.7000,5,5,1,8,1,859,Acres,0,25928,1467,865,169,0,0,0,0.056579,0.115201
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,109,Roberts,0.9000,6,6,6,23,10,5047,Acres,0,209574,31662,16146,22314,0,0,0,0.151077,0.704756
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,111,Sanborn,0.8500,2,2,2,2,2,2361,Acres,0,114977,18951,10422,24273,0,0,0,0.164824,1.280829
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,111,Sanborn,0.9000,4,3,3,9,5,799,Acres,0,40169,6151,3137,6565,0,0,0,0.153128,1.067306
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,113,Shannon,0.7000,1,1,0,2,0,52,Acres,0,8260,536,316,0,0,0,0,0.064891,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,113,Shannon,0.7500,1,1,1,3,1,70,Acres,0,7256,731,431,492,0,0,0,0.100744,0.67305
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,113,Shannon,0.9000,3,3,3,15,3,3920,Acres,0,31335,5562,2838,3672,0,0,0,0.177501,0.660194
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,115,Spink,0.8000,1,1,1,12,10,293,Acres,0,24702,4227,2325,5862,0,0,0,0.171119,1.386799
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,115,Spink,0.9000,9,8,5,32,20,4449,Acres,0,124988,19976,10189,12343,0,0,0,0.159823,0.617891
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,121,Todd,0.7500,2,1,1,6,3,518,Acres,0,53512,6409,3782,7586,0,0,0,0.119767,1.183647
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,121,Todd,0.8500,1,1,0,2,0,2332,Acres,0,36296,4733,2603,0,0,0,0,0.1304,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,121,Todd,0.9000,19,11,9,85,47,32583,Acres,0,720437,122237,62341,88188,0,0,0,0.16967,0.72145
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,123,Tripp,0.7500,1,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,123,Tripp,0.8500,1,1,1,6,4,50,Acres,0,5707,920,506,1694,0,0,0,0.161205,1.841304
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,123,Tripp,0.9000,30,29,25,254,184,63230,Acres,0,1630352,276208,142836,409595,0,0,0,0.169416,1.482922
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,125,Turner,0.8000,4,4,4,27,14,811,Acres,0,132404,17134,9424,26950,0,0,0,0.129406,1.572895
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,125,Turner,0.9000,16,16,12,61,40,3195,Acres,0,284176,42047,21443,35922,0,0,0,0.147961,0.854329
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,127,Union,0.7000,3,3,0,8,0,358,Acres,0,26222,2249,1327,0,0,0,0,0.085767,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,127,Union,0.9000,3,2,2,6,4,908,Acres,0,65710,8714,4514,12427,0,0,0,0.132612,1.426095
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,129,Walworth,0.7500,1,1,0,2,0,614,Acres,0,158910,16916,9981,0,0,0,0,0.10645,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,129,Walworth,0.9000,22,20,16,95,31,17931,Acres,0,547535,106617,54372,58925,0,0,0,0.194721,0.552679
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,135,Yankton,0.7000,2,2,1,7,3,158,Acres,0,14856,988,584,397,0,0,0,0.066505,0.401821
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,135,Yankton,0.7500,3,3,2,8,3,292,Acres,0,32148,2858,1687,5452,0,0,0,0.088901,1.907627
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,135,Yankton,0.8000,3,2,2,4,2,272,Acres,0,18711,2085,1147,2858,0,0,0,0.111431,1.370743
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,135,Yankton,0.8500,2,2,0,6,0,417,Acres,0,20376,2380,1336,0,0,0,0,0.116804,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,135,Yankton,0.9000,15,13,8,54,18,2095,Acres,0,105338,17441,8891,10694,0,0,0,0.165571,0.613152
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,137,Ziebach,0.7000,1,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,137,Ziebach,0.8000,1,1,0,1,0,2313,Acres,0,24424,3326,1829,0,0,0,0,0.136177,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,SD,137,Ziebach,0.9000,2,2,0,4,0,10907,Acres,0,125112,17640,8996,0,0,0,0,0.140993,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,003,Andrews,0.7500,8,7,7,87,60,321340,Acres,0,2572492,654786,386323,661735,0,0,0,0.254533,1.010612
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,003,Andrews,0.8500,3,3,3,18,12,25524,Acres,0,241208,70056,38530,84876,0,0,0,0.290438,1.211545
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,003,Andrews,0.9000,9,7,7,47,31,16170,Acres,0,367884,112576,57414,133702,0,0,0,0.306009,1.187659
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,009,Archer,0.7500,3,2,2,18,8,352,Acres,0,7935,1294,763,1557,0,0,0,0.163074,1.203245
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,009,Archer,0.8500,4,4,4,39,24,6639,Acres,0,109451,22639,12452,27672,0,0,0,0.206841,1.222315
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,009,Archer,0.9000,48,43,43,254,171,65523,Acres,0,1006812,221103,112760,308479,0,0,0,0.219607,1.395182
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,011,Armstrong,0.7500,2,2,2,10,4,11020,Acres,0,100486,15829,9339,8727,0,0,0,0.157524,0.551329
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,011,Armstrong,0.8000,1,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,011,Armstrong,0.8500,13,10,10,81,44,57246,Acres,0,564647,128404,70623,142505,0,0,0,0.227405,1.109817
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,011,Armstrong,0.9000,17,8,7,31,15,62308,Acres,0,752984,162072,82659,131034,0,0,0,0.215239,0.808492
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,013,Atascosa,0.7500,8,4,4,47,25,4455,Acres,0,215373,44320,26150,47915,0,0,0,0.205782,1.081114
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,013,Atascosa,0.8500,74,64,64,473,262,79790,Acres,0,1852363,443753,244074,433057,0,0,0,0.23956,0.975896
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,013,Atascosa,0.9000,41,29,29,183,103,32312,Acres,0,885656,229207,116935,229068,0,0,0,0.258799,0.999393
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,015,Austin,0.8000,2,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,015,Austin,0.8500,43,35,34,177,97,27085,Acres,0,1219607,222732,122519,86235,0,0,0,0.182626,0.387169
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,015,Austin,0.9000,23,23,23,157,100,12571,Acres,0,731896,142737,72793,76483,0,0,0,0.195023,0.535831
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,017,Bailey,0.7500,12,9,9,23,17,34537,Acres,0,835315,175218,103383,193673,0,0,0,0.209762,1.105325
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,017,Bailey,0.8000,1,1,1,5,2,10172,Acres,0,90420,22913,12602,12410,0,0,0,0.253406,0.541613
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,017,Bailey,0.8500,2,2,2,3,3,13863,Acres,0,130981,32433,17839,37417,0,0,0,0.247616,1.15367
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,017,Bailey,0.9000,14,8,8,38,19,5029,Acres,0,73686,17495,8922,15330,0,0,0,0.237426,0.87625
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,021,Bastrop,0.7500,9,9,9,84,46,4138,Acres,0,160448,26048,15369,33768,0,0,0,0.162345,1.296375
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,021,Bastrop,0.8000,3,1,1,6,3,412,Acres,0,5324,958,527,1059,0,0,0,0.179939,1.105427
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,021,Bastrop,0.8500,14,12,12,114,66,13967,Acres,0,577439,109932,60467,116942,0,0,0,0.190378,1.063766
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,021,Bastrop,0.9000,10,8,7,38,22,10988,Acres,0,313649,67071,34206,57443,0,0,0,0.21384,0.85645
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,023,Baylor,0.7500,2,2,2,35,21,214321,Acres,0,2203235,413003,243671,530887,0,0,0,0.187452,1.285431
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,023,Baylor,0.8500,4,4,4,21,14,6052,Acres,0,70464,14399,7921,19708,0,0,0,0.204345,1.368706
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,023,Baylor,0.9000,58,54,54,319,212,76596,Acres,0,957704,222692,113575,297698,0,0,0,0.232526,1.336814
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,025,Bee,0.7000,1,1,1,2,1,66,Acres,0,440,91,54,13,0,0,0,0.206818,0.142857
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,025,Bee,0.7500,45,42,41,395,211,50368,Acres,0,1271465,246773,145609,249206,0,0,0,0.194085,1.009859
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,025,Bee,0.8500,41,35,35,220,132,44900,Acres,0,1259040,288263,158561,270198,0,0,0,0.228954,0.937331
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,025,Bee,0.9000,46,37,36,231,140,28588,Acres,0,978102,241174,123005,246678,0,0,0,0.246573,1.022821
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,027,Bell,0.7000,6,6,6,44,16,10646,Acres,0,283910,38122,22491,24441,0,0,0,0.134274,0.641125
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,027,Bell,0.7500,13,12,11,103,34,2979,Acres,0,121741,19726,11635,19682,0,0,0,0.162032,0.997769
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,027,Bell,0.8000,2,2,2,12,8,758,Acres,0,15288,2802,1542,4134,0,0,0,0.183281,1.475374
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,027,Bell,0.8500,6,4,4,24,17,1726,Acres,0,71158,13870,7627,18514,0,0,0,0.194918,1.334823
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,027,Bell,0.9000,100,91,90,800,478,48166,Acres,0,2393005,494525,252662,521792,0,0,0,0.206654,1.055137
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,029,Bexar,0.7000,1,1,1,5,2,45,Acres,0,6615,1134,669,1098,0,0,0,0.171428,0.968253
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,029,Bexar,0.7500,2,1,1,6,4,136,Acres,0,2470,515,304,699,0,0,0,0.208502,1.357281
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,029,Bexar,0.8500,17,14,14,113,74,4597,Acres,0,339987,80311,44175,108481,0,0,0,0.236217,1.350761
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,029,Bexar,0.9000,47,38,38,239,155,12458,Acres,0,496585,122793,62858,151859,0,0,0,0.247274,1.236707
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,031,Blanco,0.7500,5,3,3,36,18,4612,Acres,0,58064,10688,6306,16002,0,0,0,0.184072,1.497193
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,031,Blanco,0.8500,8,7,7,59,32,13693,Acres,0,207775,44430,24442,62226,0,0,0,0.213837,1.40054
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,031,Blanco,0.9000,18,11,11,99,50,25718,Acres,0,359537,83922,42801,83016,0,0,0,0.233416,0.989204
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,033,Borden,0.7500,25,22,22,198,100,171388,Acres,0,1668801,393720,232302,469260,0,0,0,0.235929,1.191862
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,033,Borden,0.8500,6,6,6,53,27,81771,Acres,0,865112,232021,127610,256648,0,0,0,0.268197,1.106141
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,033,Borden,0.9000,4,3,3,17,9,16024,Acres,0,124606,36084,18403,37258,0,0,0,0.289584,1.032535
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,035,Bosque,0.7500,5,2,2,24,16,1636,Acres,0,85569,13153,7760,18834,0,0,0,0.153712,1.431916
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,035,Bosque,0.8500,40,15,15,226,152,23765,Acres,0,1050638,196391,108010,282208,0,0,0,0.186925,1.43697
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,035,Bosque,0.9000,4,2,2,12,8,506,Acres,0,17272,3613,1845,4943,0,0,0,0.209182,1.368115
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,037,Bowie,0.7500,1,1,1,4,2,590,Acres,0,107070,13306,7850,6531,0,0,0,0.124273,0.490831
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,037,Bowie,0.8500,5,5,3,18,7,4980,Acres,0,264452,42399,23319,22928,0,0,0,0.160327,0.540767
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,037,Bowie,0.9000,2,2,1,7,2,205,Acres,0,8212,1432,730,379,0,0,0,0.174378,0.264664
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,039,Brazoria,0.7500,3,2,2,16,7,4160,Acres,0,362803,53736,31703,51754,0,0,0,0.148113,0.963115
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,039,Brazoria,0.8500,30,23,23,147,62,26414,Acres,0,939184,173611,95495,142794,0,0,0,0.184853,0.822493
2014,"Pasture,Rangeland,Forage",Rainfall Index,TX,039,Brazoria,0.9000,4,3,3,13,7,515,Acres,0,13736,2802,1428,2325,0,0,0,0.203989,0.829764
